Pais,Profit Colombia,Descripcion,,,,,,,,,,
Colombia,1.Jaulas: idem Tati ,"LATAM Pet Transport will provide a [tamaño] travel container.
Crate meets IATA regulations.","LATAM Pet Transport proporcionará una jaula de [tamaño]. 
La jaula cumple con la normativa IATA.",,,,,,,,,
Brasil,9. Flete: + USD 900 retail  + USD 1000 si es agente.,"This charge includes the air freight charged by the airline under the CARGO modality. Includes, also, all fees
and taxes charged by the airline and by the official offices as well, such as Customs, MAPA.
Includes agent fees needed to export the animals.
IMPORTANT:
The air freight has been estimated on this basis:  
[cantidad de jaulas] crates [tamaño de jaulas].
In case these estimations vary, we will have to re-estimate the air freight.
Routing: [codigo origen] - (posibles escalas, manual) - [codigo destino] on [aerolinea]'s flight  
ETA: TBC 
Frequency: TBC","Este cargo incluye el flete aéreo cobrado por la aerolínea bajo la modalidad CARGO. Incluye también todas las tasas e impuestos cobrados por la aerolínea y por las entidades oficiales, como Aduanas y MAPA. 
Incluye los honorarios del agente necesarios para exportar los animales. 
IMPORTANTE: 
El flete aéreo se ha estimado sobre esta base: [cantidad de jaulas] jaulas [tamaño de jaulas]. En caso de que estas estimaciones varíen, tendremos que reestimar el flete aéreo. 
Ruta: [codigo origen] - (posibles escalas, manual) - [codigo destino] en el vuelo de [aerolinea]. 
ETA: Por confirmar. 
Frecuencia: Por confirmar.",,,,,,,,,
Brasil,LATAM fees USD 350 siempre,,,,,,,,,,,
Brasil,,,,,,,,,,,,
Brasil,FWD a cualquier ciudad del interior de Brasil 20% sobre el valor que cotiza Aline ,,,,,,,,,,,
Brasil,Hospedaje: USD 50 por mascota por día. Si viaja a USA y viene de un traslado doméstico son mínimo 7 días de hospedaje. Si viaja a EU son 5 días.,,,,,,,,,,,
,,,,,,,,,,,,
,Profit Mexico ,,,,,,,,,,,
Mexico,1.Jaulas: idem Adriana + USD 10,"LATAM Pet Transport will provide a [tamaño] travel container.
Crate meets IATA regulations.","LATAM Pet Transport proporcionará una jaula de [tamaño]. 
La jaula cumple con la normativa IATA.",,,,,,,,,
Mexico,"2. Pre-entrega de la jaula: adri x 1,6",Pre-delivery of the crate in [ORIGEN].,Pre-entrega de la jaula en [ORIGEN].,,,,,,,,,
Mexico,3. RNATT: idem Adriana +USD 100,Microchip implantation and Rabies Neutralising Rabies Titre Test.,Implantación de microchip y prueba de titulación de anticuerpos neutralizantes de la rabia,,,,,,,,,
Mexico,"4.Vet fees: USD200 x 1 mascota, USD 260 x 2 mascotas y USD 340 por 3 mascotas","Vet visit, health certificate and de-worming treatment.","Visita al veterinario, certificado de salud y tratamiento de desparasitación.",,,,,,,,,
Mexico,5. Certificado internacional de viaje: DESTINO AMERICA  USD180 x 1 mascota USD 260 por 2 mascotas y USD 340 por 3 mascotas,"All legal paperwork issued in SENASICA to enter the pet(s) from Mexico into [destino]
Includes:
 - International health certificate issued by SENASICA
","Todo el papeleo legal para ingresar la(s) mascota(s) de Mexico al [destino] incluye:  
- Certificado de salud internacional emitido por SENASICA",,,,,,,,,
Mexico,Certificado internacional de viaje: DESTINO NO AMERICA  USD320 x 1 mascota USD 380 por 2 mascotas y USD 460 por 3 mascotas,,,,,,,,,,,
Mexico,certificados para transitar EU USD 120 por pet  ,,,,,,,,,,,
Mexico,"6. Pick up: USD 250 x 1,6 si entran en una sala camioneta   ",Collection from owner´s residence and transport to [codigo aeropuerto] airport.,Recogida en la residencia del propietario y transporte al aeropuerto [codigo aeropuerto].,,,,,,,,,
Mexico,"7 Reception from domestic flight and transport to our boarding: adri x 1,6",Our personnel will pick up [cantidad y tipo de mascotas] at MEX Airport and transport to boarding facility in Mexico City.,Nuestro personal recogerá [cantidad y tipo de mascotas] en el Aeropuerto MEX y las transportará a la guardería en la Ciudad de México.,,,,,,,,,
Mexico,8. Tender: USD 120 siempre,"Tender to the airline at [codigo aeropuerto] airport
",Entrega a la aerolínea en el aeropuerto [código aeropuerto],,,,,,,,,
Mexico,"9. Export Customs clearance: USD 255 siempre , no importa la cantidad de mascotas es por AWB .","Includes our charges, our customs agent's charges and SENASICA´s fees.","Incluye nuestros cargos, los cargos de nuestro agente de aduanas y los honorarios de SENASICA.",,,,,,,,,
Mexico,10. Flete: + USD 1000 sobre Adriana ,"This charge includes the air freight charged by the airline under the CARGO modality. Includes, also, all fees
and taxes charged by the airline and by the official offices as well, such as Customs, SENASICA.
Includes agent fees needed to export the animals.
IMPORTANT:
The air freight has been estimated on this basis:  
[cantidad de jaulas] crates [tamaño de jaulas].
In case these estimations vary, we will have to re-estimate the air freight.
Routing: [codigo origen] - (posibles escalas, manual) - [codigo destino] on [aerolinea]'s flight  
ETA: TBC 
Frequency: TBC","Este cargo incluye el flete aéreo cobrado por la aerolínea bajo la modalidad CARGO. Incluye también todas las tasas e impuestos cobrados por la aerolínea y por las entidades oficiales, como Aduanas y SENASICA. 
Incluye los honorarios del agente necesarios para exportar los animales. 
IMPORTANTE: 
El flete aéreo se ha estimado sobre esta base: [cantidad de jaulas] jaulas [tamaño de jaulas]. En caso de que estas estimaciones varíen, tendremos que reestimar el flete aéreo. 
Ruta: [codigo origen] - (posibles escalas, manual) - [codigo destino] en el vuelo de [aerolinea]. 
ETA: Por confirmar. 
Frecuencia: Por confirmar.",,,,,,,,,
Mexico,LATAM fees USD 350 siempre,,,,,,,,,,,
Mexico,,,,,,,,,,,,
Mexico,"FWD a cualquier cuidad de Mexico hay que consaultar por Adriana y el costo es Adriana x 1,6  ",,,,,,,,,,,
Mexico,"Hospedaje: USD 80 por mascota por día si es una noche , si es mas de una noce USD 60 por noche . ",,,,,,,,,,,
,,,,,,,,,,,,
,Chile ,"con Interfamily, ",,CON EQUIPO JAVIER 1000 + 250 DE FLETE,,,,,,,,
Chile,1.Jaulas: Interfamily  + USD 10,"LATAM Pet Transport will provide a [tamaño] travel container.
Crate meets IATA regulations.","LATAM Pet Transport proporcionará una jaula de [tamaño]. 
La jaula cumple con la normativa IATA.",,,,,,,,,
Chile,2. Pre-entrega de la jaula: idem retiro normal,Pre-delivery of the crate in [ORIGEN].,Pre-entrega de la jaula en [ORIGEN].,,,,,,,,,
Chile,3. RNATT: Interfamily +USD 150,Microchip implantation and Rabies Neutralising Rabies Titre Test.,Implantación de microchip y prueba de titulación de anticuerpos neutralizantes de la rabia,,,,,,,,,
Chile,"4.Vet fees: USD200 x 1 mascota, USD 260 x 2 mascotas y USD 340 por 3 mascotas","Vet visit, health certificate and de-worming treatment.","Visita al veterinario, certificado de salud y tratamiento de desparasitación.",,,,,,,,,
Chile,5. Certificado internacional de viaje: DESTINO AMERICA  USD320 x 1 mascota USD 450 por 2 mascotas y USD 450 por 3 mascotas,"All legal paperwork issued in SAG to enter the pet(s) from Chile into [destino]
Includes:
 - International health certificate issued by SAG
","Todo el papeleo legal para ingresar la(s) mascota(s) de Chile al [destino] incluye:  
- Certificado de salud internacional emitido por SAG",,,,,,,,,
Chile,Certificado internacional de viaje: DESTINO NO AMERICA  USD350 x 1 mascota USD 410 por 2 mascotas y USD 470 por 3 mascotas,,,,,,,,,,,
Chile,certificados para transitar EU USD 120 por pet  ,,,,,,,,,,,
Chile,6. Retiro: USD 200 si entran en una sala camioneta   ,Collection from owner´s residence and transport to [codigo aeropuerto] airport.,Recogida en la residencia del propietario y transporte al aeropuerto [codigo aeropuerto].,,,,,,,,,
Chile,7. Tender: USD 120 siempre,"Tender to the airline at [codigo aeropuerto] airport
",Entrega a la aerolínea en el aeropuerto [código aeropuerto],,,,,,,,,
Chile,9. Flete: + USD 1000 sobre Interfamily,"This charge includes the air freight charged by the airline under the CARGO modality. Includes, also, all fees
and taxes charged by the airline and by the official offices as well, such as Customs, SAG.
Includes agent fees needed to export the animals.
IMPORTANT:
The air freight has been estimated on this basis:  
[cantidad de jaulas] crates [tamaño de jaulas].
In case these estimations vary, we will have to re-estimate the air freight.
Routing: [codigo origen] - (posibles escalas, manual) - [codigo destino] on [aerolinea]'s flight  
ETA: TBC 
Frequency: TBC","Este cargo incluye el flete aéreo cobrado por la aerolínea bajo la modalidad CARGO. Incluye también todas las tasas e impuestos cobrados por la aerolínea y por las entidades oficiales, como Aduanas y SAG. 
Incluye los honorarios del agente necesarios para exportar los animales. 
IMPORTANTE: 
El flete aéreo se ha estimado sobre esta base: [cantidad de jaulas] jaulas [tamaño de jaulas]. En caso de que estas estimaciones varíen, tendremos que reestimar el flete aéreo. 
Ruta: [codigo origen] - (posibles escalas, manual) - [codigo destino] en el vuelo de [aerolinea]. 
ETA: Por confirmar. 
Frecuencia: Por confirmar.",,,,,,,,,
Chile,LATAM fees USD 350 siempre,,,,,,,,,,,
Chile,,,,,,,,,,,,
Chile,"FWD a cualquier cuidad de Chile hay que consaultar por Interfamily y el costo a cotizar es  x 1,6  ",,,,,,,,,,,
Chile,"Hospedaje: USD 70 por mascota por día si es una noche , si es mas de una noche USD 50 por noche . ",,,,,,,,,,,
,,,,,,,,,,,,
,Profit C Rica,,,,,,,,,,,
Costa Rica,1.Jaulas: Javier + USD 10,"LATAM Pet Transport will provide a [tamaño] travel container.
Crate meets IATA regulations.","LATAM Pet Transport proporcionará una jaula de [tamaño]. 
La jaula cumple con la normativa IATA.",,,,,,,,,
Costa Rica,2. Pre-entrega de la jaula: idem retiro normal,Pre-delivery of the crate in [ORIGEN].,Pre-entrega de la jaula en [ORIGEN].,,,,,,,,,
Costa Rica,3. RNATT: Javier +USD 140,Microchip implantation and Rabies Neutralising Rabies Titre Test.,Implantación de microchip y prueba de titulación de anticuerpos neutralizantes de la rabia,,,,,,,,,
Costa Rica,"4.Vet fees: USD150 x 1 mascota, USD 210 x 2 mascotas y USD 270 por 3 mascotas","Vet visit, health certificate and de-worming treatment.","Visita al veterinario, certificado de salud y tratamiento de desparasitación.",,,,,,,,,
Costa Rica,5. Certificado internacional de viaje: DESTINO AMERICA  USD280 x 1 mascota USD 360 por 2 mascotas y USD 440 por 3 mascotas,"All legal paperwork issued in SENASA to enter the pet(s) from Costa Rica into [destino]
Includes:
 - International health certificate issued by SAG
","Todo el papeleo legal para ingresar la(s) mascota(s) de Costa Rica al [destino] incluye:  
- Certificado de salud internacional emitido por SENASA",,,,,,,,,
Costa Rica,Certificado internacional de viaje: DESTINO NO AMERICA  USD280 x 1 mascota USD 360 por 2 mascotas y USD 440 por 3 mascotas,,,,,,,,,,,
Costa Rica,certificados para transitar EU USD 120 por pet  ,,,,,,,,,,,
Costa Rica,6. Retiro: USD 200 si entran en una sala camioneta   ,Collection from owner´s residence and transport to [codigo aeropuerto] airport.,Recogida en la residencia del propietario y transporte al aeropuerto [codigo aeropuerto].,,,,,,,,,
Costa Rica,7. Tender: USD 120 siempre,"Tender to the airline at [codigo aeropuerto] airport
",Entregar a la aerolínea en el aeropuerto [codigo aeropuerto],,,,,,,,,
Costa Rica,"8. Export Customs clearance: USD 205 siempre , no importa la cantidad de mascotas es por AWB .","Includes our charges, our customs agent's charges and SENASA´s fees","Incluye nuestros cargos, los cargos de nuestro agente de aduanas y los honorarios de SENASA.",,,,,,,,,
Costa Rica,9. Flete: + USD 1000 sobre Javier ,"This charge includes the air freight charged by the airline under the CARGO modality. Includes, also, all fees
and taxes charged by the airline and by the official offices as well, such as Customs, SENASA.
Includes agent fees needed to export the animals.
IMPORTANT:
The air freight has been estimated on this basis:  
[cantidad de jaulas] crates [tamaño de jaulas].
In case these estimations vary, we will have to re-estimate the air freight.
Routing: [codigo origen] - (posibles escalas, manual) - [codigo destino] on [aerolinea]'s flight  
ETA: TBC 
Frequency: TBC","Este cargo incluye el flete aéreo cobrado por la aerolínea bajo la modalidad CARGO. Incluye, también, todas las tasas e impuestos cobrados por la aerolínea y por las oficinas oficiales, tales como Aduanas y SENASA. 
Incluye los honorarios del agente necesarios para exportar los animales. IMPORTANTE: El flete aéreo se ha estimado sobre esta base: [cantidad de jaulas] jaulas [tamaño de jaulas]. En caso de que estas estimaciones varíen, tendremos que volver a estimar el flete aéreo. Ruta: [codigo origen] - (posibles escalas, manual) - [codigo destino] en el vuelo de [aerolinea] ETA: Por confirmar Frecuencia: Por confirmar",,,,,,,,,
Costa Rica,LATAM fees USD 350 siempre,,,,,,,,,,,
Costa Rica,,,,,,,,,,,,
Costa Rica,"FWD a cualquier cuidad de C Ricahay que consaultar por Javier y el costo  a cotizar es  x 1,6  ",,,,,,,,,,,
Costa Rica,"Hospedaje: USD 40 por mascota por día si es una noche , si es mas de una noce USD 30 por noche . ",,,,,,,,,,,
